"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","8/82","26/15620",5.88242860297873e-13,3.96544892883155e-11,3.27449121614729e-11,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0035455","GO:0035455","response to interferon-alpha","8/82","26/15620",5.88242860297873e-13,3.96544892883155e-11,3.27449121614729e-11,"Tgtp1/Ifitm3/Ifit1/Bst2/Oas1a/Ifit3/Oas1g/Eif2ak2",8
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","17/82","324/15620",7.67589387243141e-13,4.886985765448e-11,4.03545531655897e-11,"Stat1/Irgm1/Zbp1/Isg15/Cxcl9/Iigp1/Irf7/Oasl2/Igtp/Stat2/Ifitm3/Oas1a/Parp14/Parp9/Oas3/Oas1g/Cxcl10",17
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","7/82","16/15620",9.31525503911695e-13,5.61856961833054e-11,4.63956469815298e-11,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0060337","GO:0060337","type I interferon signaling pathway","9/82","44/15620",1.17776939591536e-12,6.42725584628095e-11,5.30734178911231e-11,"Stat1/Zbp1/Isg15/Irf7/Stat2/Ifitm3/Oas1a/Oas3/Oas1g",9
"GO:0071357","GO:0071357","cellular response to type I interferon","9/82","44/15620",1.17776939591536e-12,6.42725584628095e-11,5.30734178911231e-11,"Stat1/Zbp1/Isg15/Irf7/Stat2/Ifitm3/Oas1a/Oas3/Oas1g",9
"GO:0048525","GO:0048525","negative regulation of viral process","11/82","91/15620",1.40655541420679e-12,7.32687502127719e-11,6.05020726015265e-11,"Stat1/Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",11
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","7/82","17/15620",1.57693777251714e-12,7.52987786376934e-11,6.21783797146013e-11,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","7/82","17/15620",1.57693777251714e-12,7.52987786376934e-11,6.21783797146013e-11,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","12/82","123/15620",1.7131270596321e-12,7.85297444135356e-11,6.48463674361794e-11,"Irgm1/Zbp1/Isg15/Irf7/Igtp/Stat2/Oas1a/Parp14/Parp9/Oas3/Oas1g/Ifih1",12
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","7/82","18/15620",2.5695985604623e-12,1.13259998088069e-10,9.3525065014397e-11,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0034340","GO:0034340","response to type I interferon","9/82","50/15620",4.0582954866621e-12,1.72252097322769e-10,1.42238114717709e-10,"Stat1/Zbp1/Isg15/Irf7/Stat2/Ifitm3/Oas1a/Oas3/Oas1g",9
"GO:0045069","GO:0045069","regulation of viral genome replication","10/82","75/15620",5.67917900583553e-12,2.32440683595983e-10,1.9193917015963e-10,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",10
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","7/82","21/15620",9.2710381705764e-12,3.66365853223467e-10,3.0252861398723e-10,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","8/82","36/15620",1.09228136232329e-11,4.17251480407498e-10,3.44547699904786e-10,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0001959","GO:0001959","regulation of cytokine-mediated signaling pathway","11/82","113/15620",1.57576957011525e-11,5.8252642817809e-10,4.81024395087814e-10,"Irgm1/Zbp1/Isg15/Irf7/Igtp/Stat2/Oas1a/Parp14/Parp9/Oas3/Oas1g",11
"GO:0050778","GO:0050778","positive regulation of immune response","18/82","460/15620",2.05547206107313e-11,7.36115931871814e-10,6.07851770692350e-10,"Irgm1/Zbp1/Irf7/Igtp/Parp9/H2-T22/Rsad2/Ifi35/H2-T23/Cfb/H2-Q6/Gbp5/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",18
"GO:0001906","GO:0001906","cell killing","12/82","161/15620",4.22963195833889e-11,1.46883582553223e-09,1.21289924419351e-09,"Cxcl9/Tap1/H2-T22/H2-T23/Cxcl10/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",12
"GO:0045824","GO:0045824","negative regulation of innate immune response","9/82","66/15620",5.60404376805501e-11,1.88889239946795e-09,1.55976326547413e-09,"Isg15/Tap1/Stat2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",9
"GO:0019882","GO:0019882","antigen processing and presentation","10/82","95/15620",6.3641636271527e-11,2.08380900477628e-09,1.7207167220482e-09,"Psmb9/Tap1/Psmb8/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",10
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","7/82","30/15620",1.56278071693576e-10,4.97485194891217e-09,4.10801129978143e-09,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0019079","GO:0019079","viral genome replication","10/82","111/15620",3.03460173332074e-10,9.39906374698801e-09,7.76132847298817e-09,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",10
"GO:0060338","GO:0060338","regulation of type I interferon-mediated signaling pathway","7/82","33/15620",3.23826680781413e-10,9.76593095198684e-09,8.06427108095542e-09,"Zbp1/Isg15/Irf7/Stat2/Oas1a/Oas3/Oas1g",7
"GO:0050792","GO:0050792","regulation of viral process","11/82","151/15620",3.71062357879755e-10,1.09035246700051e-08,9.00364533694736e-09,"Stat1/Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",11
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","8/82","55/15620",4.05609938424298e-10,1.16207247358561e-08,9.59587722745906e-09,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","11/82","154/15620",4.58345937509976e-10,1.28113279118642e-08,1.05790243343124e-08,"Irgm1/Irf7/Igtp/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Ddx60/Ifi35/Lgals9",11
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","8/82","58/15620",6.30507365785779e-10,1.7053163626376e-08,1.40817434556002e-08,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","9/82","86/15620",6.39865650902414e-10,1.7053163626376e-08,1.40817434556002e-08,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4",9
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","7/82","37/15620",7.67375320761943e-10,1.99866390362088e-08,1.65040768747604e-08,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","11/82","168/15620",1.16110742404724e-09,2.95695357324031e-08,2.44172064144672e-08,"Tap1/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",11
"GO:1903900","GO:1903900","regulation of viral life cycle","10/82","131/15620",1.56093267756495e-09,3.88875836628138e-08,3.21116356322859e-08,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",10
"GO:0002832","GO:0002832","negative regulation of response to biotic stimulus","9/82","98/15620",2.08148672259516e-09,5.07528464700863e-08,4.19094415142901e-08,"Isg15/Tap1/Stat2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",9
"GO:0031341","GO:0031341","regulation of cell killing","9/82","99/15620",2.27998730263711e-09,5.4434696850461e-08,4.49497496726045e-08,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4",9
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","12/82","230/15620",2.60451684526346e-09,6.09138021361619e-08,5.02999064208777e-08,"Tap1/Bst2/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",12
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","7/82","48/15620",5.23958198744066e-09,1.2009121915214e-07,9.91659832991401e-08,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0016032","GO:0016032","viral process","13/82","303/15620",5.73077046278445e-09,1.28773783340215e-07,1.06335658329065e-07,"Stat1/Zbp1/Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2/Jun",13
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","8/82","77/15620",6.38786602448215e-09,1.40778739693395e-07,1.16248816923268e-07,"Gbp2/Gbp3/Gbp7/Gbp6/Gbp9/Gbp10/Gbp4/Gbp8",8
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/82","116/15620",9.34561486636068e-09,1.98669216964416e-07,1.64052196244153e-07,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",9
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","7/82","52/15620",9.36137671560073e-09,1.98669216964416e-07,1.64052196244153e-07,"Irgm1/Zbp1/Irf7/Igtp/Parp14/Parp9/Ifih1",7
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","8/82","83/15620",1.16744184854086e-08,2.43252428805059e-07,2.00867028103011e-07,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0002708","GO:0002708","positive regulation of lymphocyte mediated immunity","9/82","120/15620",1.26037769856343e-08,2.57927293313158e-07,2.1298487800912e-07,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",9
"GO:0044406","GO:0044406","adhesion of symbiont to host","5/82","16/15620",1.4709598195665e-08,2.95740342670739e-07,2.44209211041604e-07,"Gbp2/Gbp3/Gbp7/Gbp6/Gbp9",5
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","9/82","123/15620",1.56619735020866e-08,3.04213925989683e-07,2.51206318971916e-07,"Tap1/H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4",9
"GO:0002821","GO:0002821","positive regulation of adaptive immune response","9/82","123/15620",1.56619735020866e-08,3.04213925989683e-07,2.51206318971916e-07,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",9
"GO:0002449","GO:0002449","lymphocyte mediated immunity","12/82","271/15620",1.6429816142219e-08,3.13809488316382e-07,2.59129907225524e-07,"Tap1/Irf7/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",12
"GO:0002697","GO:0002697","regulation of immune effector process","13/82","332/15620",1.70565367844921e-08,3.20439199262753e-07,2.64604427424649e-07,"Tap1/Bst2/H2-T22/Rsad2/Ddx60/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",13
"GO:0032479","GO:0032479","regulation of type I interferon production","8/82","93/15620",2.88965784572257e-08,5.3412062761259e-07,4.41053039610286e-07,"Stat1/Isg15/Irf7/Gbp4/Oas1a/Oas3/Oas1g/Ifih1",8
"GO:0032481","GO:0032481","positive regulation of type I interferon production","7/82","62/15620",3.29941210179531e-08,6.00178772802765e-07,4.95600915541183e-07,"Stat1/Isg15/Irf7/Oas1a/Oas3/Oas1g/Ifih1",7
"GO:0032606","GO:0032606","type I interferon production","8/82","95/15620",3.41988869916141e-08,6.12373820193589e-07,5.05671042852977e-07,"Stat1/Isg15/Irf7/Gbp4/Oas1a/Oas3/Oas1g/Ifih1",8
"GO:0002443","GO:0002443","leukocyte mediated immunity","13/82","355/15620",3.76053399098821e-08,6.63011069795768e-07,5.47485029619174e-07,"Tap1/Irf7/Bst2/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/Lgals9/H2-D1/H2-Q4/C3",13
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","7/82","64/15620",4.13273958729053e-08,7.17593873793174e-07,5.9255707958121e-07,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0060333","GO:0060333","interferon-gamma-mediated signaling pathway","5/82","20/15620",5.13587407332051e-08,8.78464431048553e-07,7.25396825124138e-07,"Stat1/Irgm1/Igtp/Parp14/Parp9",5
"GO:0002819","GO:0002819","regulation of adaptive immune response","10/82","189/15620",5.33151462027671e-08,8.98517022770162e-07,7.41955362790829e-07,"Irf7/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",10
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","9/82","143/15620",5.82921457591555e-08,9.68156507825974e-07,7.99460549770874e-07,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",9
"GO:0060339","GO:0060339","negative regulation of type I interferon-mediated signaling pathway","5/82","21/15620",6.71316119156498e-08,1.09904038936192e-06,9.07538633265702e-07,"Isg15/Stat2/Oas1a/Oas3/Oas1g",5
"GO:0032728","GO:0032728","positive regulation of interferon-beta production","6/82","42/15620",7.84177754372133e-08,1.26572916409925e-06,1.04518280382587e-06,"Isg15/Irf7/Oas1a/Oas3/Oas1g/Ifih1",6
"GO:0031343","GO:0031343","positive regulation of cell killing","7/82","71/15620",8.5904408103792e-08,1.36731182898536e-06,1.12906524686124e-06,"H2-T22/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",7
"GO:0002456","GO:0002456","T cell mediated immunity","8/82","112/15620",1.24513425925011e-07,1.95469022068579e-06,1.61409617745617e-06,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4",8
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","9/82","157/15620",1.30355037121374e-07,2.01874152082561e-06,1.66698689007277e-06,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Ddx60/Ifi35/Gbp5/Lgals9",9
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","6/82","46/15620",1.37702634243394e-07,2.10409625123906e-06,1.73746902715525e-06,"Irgm1/Zbp1/Irf7/Igtp/Parp14/Parp9",6
"GO:0045089","GO:0045089","positive regulation of innate immune response","8/82","120/15620",2.12723585145256e-07,3.20764774442714e-06,2.64873272916322e-06,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Ifi35/Gbp5/Lgals9",8
"GO:0019058","GO:0019058","viral life cycle","10/82","220/15620",2.21155636646414e-07,3.29148518956871e-06,2.71796195960528e-06,"Isg15/Oasl2/Ifitm3/Bst2/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Eif2ak2",10
"GO:0060700","GO:0060700","regulation of ribonuclease activity","4/82","11/15620",2.26362593616979e-07,3.32578887544947e-06,2.7462884164867e-06,"Oasl2/Oas1a/Oas3/Oas1g",4
"GO:0050777","GO:0050777","negative regulation of immune response","9/82","171/15620",2.70239762612953e-07,3.92018693613221e-06,3.23711587726909e-06,"Isg15/Tap1/Stat2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",9
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/82","173/15620",2.98278245243124e-07,4.27283586310775e-06,3.5283176641259e-06,"H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",9
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway","6/82","54/15620",3.67216551000857e-07,5.19543416601212e-06,4.29015827615036e-06,"Isg15/Stat2/Oas1a/Parp14/Oas3/Oas1g",6
"GO:0002699","GO:0002699","positive regulation of immune effector process","10/82","236/15620",4.23113770393742e-07,5.913272937454e-06,4.88291758130904e-06,"H2-T22/Rsad2/Ddx60/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",10
"GO:0032496","GO:0032496","response to lipopolysaccharide","10/82","237/15620",4.39892220384994e-07,6.07369258507474e-06,5.01538498574648e-06,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10/Eif2ak2/Lgals9",10
"GO:0031348","GO:0031348","negative regulation of defense response","9/82","186/15620",5.50154820019166e-07,7.50568361597576e-06,6.19785943856178e-06,"Isg15/Tap1/Stat2/Oas1a/Parp14/Oas3/Oas1g/Trafd1/Lgals9",9
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","6/82","58/15620",5.65959622714254e-07,7.63046738388865e-06,6.30090031975374e-06,"Isg15/Stat2/Oas1a/Parp14/Oas3/Oas1g",6
"GO:0032608","GO:0032608","interferon-beta production","6/82","60/15620",6.94215157050963e-07,9.14448931011958e-06,7.55111223458942e-06,"Isg15/Irf7/Oas1a/Oas3/Oas1g/Ifih1",6
"GO:0032648","GO:0032648","regulation of interferon-beta production","6/82","60/15620",6.94215157050963e-07,9.14448931011958e-06,7.55111223458942e-06,"Isg15/Irf7/Oas1a/Oas3/Oas1g/Ifih1",6
"GO:0002237","GO:0002237","response to molecule of bacterial origin","10/82","252/15620",7.71619974850065e-07,1.00485964906611e-05,8.29768370083981e-06,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10/Eif2ak2/Lgals9",10
"GO:0060330","GO:0060330","regulation of response to interferon-gamma","4/82","15/15620",9.21456124321436e-07,1.17332079830263e-05,9.68876088614001e-06,"Irgm1/Igtp/Parp14/Parp9",4
"GO:0060334","GO:0060334","regulation of interferon-gamma-mediated signaling pathway","4/82","15/15620",9.21456124321436e-07,1.17332079830263e-05,9.68876088614001e-06,"Irgm1/Igtp/Parp14/Parp9",4
"GO:0035457","GO:0035457","cellular response to interferon-alpha","4/82","16/15620",1.22370496636336e-06,1.54106141917847e-05,1.27253992453518e-05,"Ifit1/Oas1a/Ifit3/Oas1g",4
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","11/82","333/15620",1.27270819279388e-06,1.58535172711064e-05,1.3091128893841e-05,"Irgm1/Irf7/Igtp/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Ddx60/Ifi35/Lgals9",11
"GO:0098586","GO:0098586","cellular response to virus","6/82","69/15620",1.60102513208449e-06,1.97287613050412e-05,1.6291132922965e-05,"Irgm1/Igtp/Oas3/Ifih1/Ddx60/Lgals9",6
"GO:0001819","GO:0001819","positive regulation of cytokine production","12/82","421/15620",1.89159350194804e-06,2.30613420556644e-05,1.90430297676516e-05,"Stat1/Isg15/Irf7/Oas1a/Rsad2/Oas3/Oas1g/Ifih1/Gbp5/Eif2ak2/Lgals9/C3",12
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/82","287/15620",2.49862473473238e-06,3.01413046947717e-05,2.48893477731237e-05,"Irf7/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",10
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","8/82","169/15620",2.87120130273895e-06,3.42749655514462e-05,2.83027409118675e-05,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10",8
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","11/82","371/15620",3.62142741537755e-06,4.27851115260069e-05,3.5330040655718e-05,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Ddx60/Ifi35/Cxcl10/Gbp5/Lgals9/C3",11
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","8/82","176/15620",3.8831268977731e-06,4.54088104576323e-05,3.74965744478841e-05,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10",8
"GO:0031349","GO:0031349","positive regulation of defense response","9/82","238/15620",4.24099459077592e-06,4.90927252629212e-05,4.05385873164014e-05,"Irgm1/Zbp1/Irf7/Igtp/Parp9/Ifi35/Gbp5/Lgals9/C3",9
"GO:0032069","GO:0032069","regulation of nuclease activity","4/82","22/15620",4.80179778736193e-06,5.50286026431677e-05,4.54401706404039e-05,"Oasl2/Oas1a/Oas3/Oas1g",4
"GO:0002250","GO:0002250","adaptive immune response","11/82","388/15620",5.55452399891608e-06,6.29964249583438e-05,5.20196436461386e-05,"Tap1/Irf7/H2-T22/Rsad2/H2-T23/H2-Q6/H2-K1/H2-Q7/H2-D1/H2-Q4/C3",11
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","5/82","49/15620",5.60701164550704e-06,6.29964249583438e-05,5.20196436461386e-05,"Irgm1/Igtp/Oas3/Ifih1/Ddx60",5
"GO:0071216","GO:0071216","cellular response to biotic stimulus","8/82","196/15620",8.58418005506338e-06,9.55094208068216e-05,7.88674284057432e-05,"Gbp2/Stat1/Irgm1/Cxcl9/Igtp/Gbp6/Gbp10/Cxcl10",8
"GO:0032647","GO:0032647","regulation of interferon-alpha production","4/82","26/15620",9.65808307226786e-06,0.000106424646161721,8.78807356474576e-05,"Stat1/Irf7/Gbp4/Ifih1",4
"GO:0044403","GO:0044403","biological process involved in symbiotic interaction","8/82","204/15620",1.14952296031871e-05,0.000125462220240499,0.000103601116924964,"Gbp2/Gbp3/Irgm1/Gbp7/Gbp6/Gbp9/Ifitm3/Jun",8
