Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000042133,Ppig,6864.35,8062.97,7268.94,4953.75,6303.39,7669.38
ENSMUSG00000042138,Msantd2,2309,2434,2346,1452,1770,2381
ENSMUSG00000042148,Cox10,1185,1387,1321,1067,1402,1756
ENSMUSG00000042155,Klhl23,903,991,1000,468,535,618
ENSMUSG00000042156,Dzip1,388,351,330,101,133,234
ENSMUSG00000042157,Sprr2i,0,0,0,0,0,1
ENSMUSG00000042165,Gm9774,15.4,9.78,11.95,5.44,5.75,0
ENSMUSG00000042167,Papd4,1491.95,1809.67,1746.51,1545.41,2050.21,2437.11
ENSMUSG00000042178,Armc5,704.78,786.24,685.45,408.94,507.54,640.23
ENSMUSG00000042179,Pnliprp1,0,0,0,0,0,0
ENSMUSG00000042182,Bend6,304,301,258,201,264,277
ENSMUSG00000042184,1700069L16Rik,0,0,0,0,0,1
ENSMUSG00000042185,Nfrkb,1485,1755.04,1695.52,1365.24,1763.02,2262.62
ENSMUSG00000042189,Tekt3,0,0,0,0,1,3
ENSMUSG00000042190,Cmklr1,0,1,0,2,3,4
ENSMUSG00000042195,Slc35f2,0,0,0,4,4,6
ENSMUSG00000042197,Zfp451,4181,4790,4741,2883.01,3778,4576
ENSMUSG00000042198,Chchd7,432,501,394,374,484,508
ENSMUSG00000042200,Cdrt4,0,0,0,1,0,1
ENSMUSG00000042202,Slc35e2,1379.08,1309.95,1237.74,1502.62,1952.47,2538.21
ENSMUSG00000042203,Tbc1d22b,1450,1445,1432,808,1026,1185
ENSMUSG00000042207,Kdm5b,2171,1804,1770,1221,1519,2172
ENSMUSG00000042208,0610010F05Rik,3272,3842,3438,1802,2281,2804
ENSMUSG00000042210,Abhd14a,511,548,504,230,336,417
ENSMUSG00000042211,Fbxo38,2785,3049,2986,2936,3808,4920
ENSMUSG00000042212,Sprr2d,0,0,0,0,0,0
ENSMUSG00000042213,Zfand4,560.9,707.5,567.52,308.93,357.82,384.38
ENSMUSG00000042215,Bag2,1681,1656,1598,812,1106,1222
ENSMUSG00000042216,Sgsm1,62,57,47,56.73,55,66.98
ENSMUSG00000042219,Olfr631,0,0,0,0,0,0
ENSMUSG00000042225,Ammecr1,2969,3870,3507,1530,1869,2330
ENSMUSG00000042228,Lyn,2755.98,2843.99,2825.98,878.98,1274.81,1487.59
ENSMUSG00000042229,Rabif,1492,1696,1501,961,1200,1430
ENSMUSG00000042240,Crybb2,0,0,0,0,0,0
ENSMUSG00000042243,BC051665,0,0,0,0,0,0
ENSMUSG00000042244,Pglyrp3,0,1,1,1,4,0
ENSMUSG00000042246,Tmc7,6,4,0,16,30,28
ENSMUSG00000042248,Cyp2c37,0,0,0,14.99,42.38,38.01
ENSMUSG00000042249,Adrbk2,0,0,0,7,12,13
ENSMUSG00000042250,Pglyrp4,0,0,0,13,9,24
ENSMUSG00000042251,Pm20d1,0,1.05,5,12,10,4
ENSMUSG00000042254,Cilp,5,9,4,7,19,12
ENSMUSG00000042256,Ptchd4,0,0,0,2,0,1
ENSMUSG00000042258,Isl1,0,0,0,0,6,5
ENSMUSG00000042262,Ccr8,0,1,0,0,0,0
ENSMUSG00000042265,Trem1,0,0,0,0,0,2
ENSMUSG00000042268,Slc26a9,131,157,155,711,988,1164
ENSMUSG00000042269,Fam92b,0,0,0,2,1,1
ENSMUSG00000042271,Nxt2,1081,1280,1112,1048,1418,1565
ENSMUSG00000042272,Sestd1,5829,6562,6232,3245,4338,5034
ENSMUSG00000042275,Pelo,308,341,357,522,632,692
ENSMUSG00000042279,H1foo,0,1,0,9,10,20
ENSMUSG00000042282,Gucy2f,1,0,0,0,4,3
ENSMUSG00000042284,Itga1,255,358,309,140,157,229
ENSMUSG00000042286,Stab1,727,706,688,1236,1606,2039
ENSMUSG00000042289,Hsd3b7,1746.95,2067.9,1903.63,1256.61,1346.5,1837.77
ENSMUSG00000042292,Mkl1,2247,2519,2418,1537,1848,2368
ENSMUSG00000042293,Gm5617,1,6,6,55,59,84
ENSMUSG00000042298,Ttc19,1302,1507,1353,817,1179,1250
ENSMUSG00000042302,Ehbp1,871,922,872,491,650,758
ENSMUSG00000042303,Sgsm3,782,817,844,650,833,999
ENSMUSG00000042305,Tmem183a,5582,6585,6248,5392,7015,8079
ENSMUSG00000042306,S100a14,7,12,8,194,250,240
ENSMUSG00000042308,Setd1a,4706.05,5198.1,5500.37,2743.39,3784.5,4771.23
ENSMUSG00000042312,S100a13,181,236,175,315,411,438
ENSMUSG00000042320,Prox2,92.28,92.32,86.06,68.07,89.77,95.38
ENSMUSG00000042323,Pbrm1,13331.8,14508,14220,7086.89,9029.23,11499.63
ENSMUSG00000042328,Hps4,1001,756,785,563,678,1015
ENSMUSG00000042331,Specc1,10638,13941,13332,6684,8530,9341
ENSMUSG00000042333,Tnfrsf14,45,38,35,11,14,12
ENSMUSG00000042340,Ctf1,155,148,142,49,72,95
ENSMUSG00000042345,Ubash3a,0,0,0,2,2,2
ENSMUSG00000042348,Arl15,758,896,788,378,544,643
ENSMUSG00000042349,Ikbke,935,918,792,669,809,1012
ENSMUSG00000042350,Arel1,2169.27,2358.82,2158.43,1330.99,1693.77,1997.95
ENSMUSG00000042351,Grap2,3,0,0,4,4,6
ENSMUSG00000042353,Frem3,0,0,0,1,2,0
ENSMUSG00000042354,Gnl3,6521,8680,7925,5526,7299,8584
ENSMUSG00000042357,Gjb5,0,3,2,53,48,51
ENSMUSG00000042359,Osbpl6,6,18,20,10,9,18
ENSMUSG00000042360,4930433N12Rik,0,0,0,3,0,3
ENSMUSG00000042363,Lgalsl,3669,3819,3530,3201,4280,5025.12
ENSMUSG00000042364,Snx18,5478,6113,5984,2560,3318,3924
ENSMUSG00000042367,Gjb3,5809,6204,5807,2715,3740,4251
ENSMUSG00000042369,Rbm45,2295,2512,2416,2220,2796,3235
ENSMUSG00000042371,Slc5a10,0,1,2,2,2.01,1.01
ENSMUSG00000042372,Dmrt3,0,0,0,10,16,19
ENSMUSG00000042377,Fam83g,1,2,3,1297,1678.99,2090.99
ENSMUSG00000042379,Esm1,4,1,0,173,230,221
ENSMUSG00000042380,Smim12,444,426,418,223,260,350
ENSMUSG00000042385,Gzmk,5,3,8,37,53,52
ENSMUSG00000042386,Tex13,3,0,0,827,1024,1571
ENSMUSG00000042388,Dlgap3,2,3,2,18,22,37
ENSMUSG00000042389,Tsen2,564,467,501,252,272,410
ENSMUSG00000042390,Gatad2b,5995.14,7142.08,6848.3,4879.42,6619.76,8027.82
ENSMUSG00000042396,Rbm7,2223,2543,2218,2612,3662,4468
ENSMUSG00000042401,Crtac1,0,0,0,0,1,0
ENSMUSG00000042402,Olfr607,0,0,0,0,0,0
ENSMUSG00000042404,Dennd4b,813,769,789,313,395,577
ENSMUSG00000042406,Atf4,8164,11063,10594,10648,14236,16962
ENSMUSG00000042408,Zmym6,696.56,703.5,662.84,736.29,916.8,1359.46
ENSMUSG00000042410,Agps,7406,9015,8452,5499,6985,8214
ENSMUSG00000042414,Prdm14,2,0,0,1,0,1
ENSMUSG00000042417,Ccno,13,7,8,39,67,105
ENSMUSG00000042419,Nfkbil1,686.99,701,660,866,1216,1416
ENSMUSG00000042423,Fbrs,1727,1554,1640.02,776,887,1345
ENSMUSG00000042425,Frmpd3,0,0,0,0,0,1
ENSMUSG00000042426,Dhx29,3100,3558,3291,2778,3431,4012
ENSMUSG00000042428,Mgat3,62,35,44,28,38,55
ENSMUSG00000042429,Adora1,194,162,168,148,205,251
ENSMUSG00000042433,Pih1h3b,0,0,0,0,0,1
ENSMUSG00000042436,Mfap4,0,0,0,0,0,1
ENSMUSG00000042439,Zfp532,1067.07,1147,1161.05,702.3,930.18,1159.06
ENSMUSG00000042444,Fam63b,1515.49,1320.92,1277.76,635.51,798.4,1074
ENSMUSG00000042446,Zmym4,2709,3557,3313,1731,2278,2777
ENSMUSG00000042447,Mios,1165,1447,1266,1017,1258,1447
ENSMUSG00000042448,Hoxd1,0,0,0,0,2,1
ENSMUSG00000042451,Mybph,0,0,0,0,0,0
ENSMUSG00000042453,Reln,1,2,2,8,9,5
ENSMUSG00000042459,Bpifa2,0,0,0,0,0,0
ENSMUSG00000042460,C1galt1,4834,5329,5134,2211,2957,3636
ENSMUSG00000042462,Dctpp1,1729,2017,1829,921,1331,1674
ENSMUSG00000042472,Zfp410,1490,1569,1477,2184,2925,3710
ENSMUSG00000042473,Tbc1d8b,2102,2171,1928,1053,1259,1569
ENSMUSG00000042474,Fcmr,18,28,22,47,54,60
ENSMUSG00000042476,Abcb4,2.99,4,7.01,10.43,8.99,14.57
ENSMUSG00000042477,Tfap2e,1,0,0,3,9,5
ENSMUSG00000042485,Mustn1,2,2,3,14,13,5
ENSMUSG00000042487,Leo1,2789,2888,2863,2190,2752,3275
ENSMUSG00000042489,Clspn,3213,4593,4347,2157,2623,2945
ENSMUSG00000042492,Tbc1d10b,2259,2253,2237,1672,2254,2754
ENSMUSG00000042496,Prdm10,505.75,678.01,691.81,426.61,537.91,754.31
ENSMUSG00000042498,D330045A20Rik,23,31,28,15,12,22
ENSMUSG00000042499,Hoxd11,0,0,1.02,0,0,0
ENSMUSG00000042500,Ago4,81,53,62,72,100,94
ENSMUSG00000042501,Cpa6,51.99,52.35,53.03,81.51,117.62,140.83
ENSMUSG00000042502,Cd2bp2,2826,3466,3283,2247,2997,3216
ENSMUSG00000042505,Sdhaf3,152,175,148,119,195,222
ENSMUSG00000042506,Usp22,6660,8223,7844,4853,6237,7112
ENSMUSG00000042507,Elmsan1,2807,2950,3083,1772,2344,2968
ENSMUSG00000042508,Dmtf1,4497.38,3987.54,3612,3951.53,5191.9,7173.03
ENSMUSG00000042510,AA986860,47,51,46,920.99,1150.94,1873
ENSMUSG00000042514,Klhl14,0,0,0,0,0,0
ENSMUSG00000042515,Mum1l1,1295,1431,1401,1101,1442,1642
ENSMUSG00000042520,Ubap2l,16426,19249.01,18789,10720.01,14832.48,16324.59
ENSMUSG00000042523,Dnal1,544,378,359,158.31,226.63,268.72
ENSMUSG00000042524,Sun2,2437,3018,2908,2290,3066,3579
ENSMUSG00000042525,4933428M09Rik,0,0,0,1,6,1
ENSMUSG00000042529,Kcnj12,2,8,3,38,64,88
ENSMUSG00000042532,Golga7b,7,21,21,70,74,63
ENSMUSG00000042535,Gtpbp1,2687.99,3465.99,3322.99,1986.98,2622.99,2790.99
ENSMUSG00000042540,Acot5,0,0,0,0,2,2
ENSMUSG00000042541,Shfm1,3277,3513,3052,2773,3254,4043
ENSMUSG00000042548,Asxl1,5883,7752,7726.97,3981.91,5024.93,5769.97
ENSMUSG00000042549,Map2k3os,265,294,273,677,797,1059
ENSMUSG00000042554,Zp3r,0,0,0,1,0,1
ENSMUSG00000042557,Sin3a,4638,5169,4976,2019,2735,2884
ENSMUSG00000042558,Adprhl2,749,749,740,833,1000,1326
ENSMUSG00000042564,Fam227a,65,50,27,27,42,56
ENSMUSG00000042567,Nek10,1,0,0,2,5,6
ENSMUSG00000042569,Dhrs7b,1423.11,1451.02,1381.01,1211.01,1537.39,1868.78
ENSMUSG00000042570,Mier2,1783,1371,1381,1360,1836,2472
ENSMUSG00000042572,Ube2q1,5551,5791,5670,4433,6082,7357
ENSMUSG00000042579,4632404H12Rik,233,213,213,363,436.02,490.06
ENSMUSG00000042581,Thsd7b,1.57,3,0,8,7,14.78
ENSMUSG00000042589,Cux2,7,12,14,22,35.56,37.69
ENSMUSG00000042590,Ipo11,3723.94,4464.96,3988.93,1803.47,2295.28,2869.09
ENSMUSG00000042594,Sh2b3,4672,3622,3700,1928,2448,3087
ENSMUSG00000042595,Fam199x,2451,2682,2565,1618,2177,2543
ENSMUSG00000042596,Tfap2d,0,0,0,0,0,0
ENSMUSG00000042599,Kdm7a,892,545,598,635.92,770,1126
ENSMUSG00000042604,Kcna4,1,0,0,3,4,4
ENSMUSG00000042605,Atxn2,5176.06,4747,4846.02,3259.99,4039.85,5857.23
ENSMUSG00000042606,Hirip3,3615,4402,4335,3019,3919,4573
ENSMUSG00000042607,Asb4,159,251,197,156,194,229
ENSMUSG00000042608,Stk40,654,698,666,1000,1271,1817
ENSMUSG00000042613,Pbxip1,950,1053,1011,333,440,461
ENSMUSG00000042616,Oscp1,218.05,229.04,225.03,100,136.01,148
ENSMUSG00000042622,Maff,1317,1125,1188,1218,1591,2070
ENSMUSG00000042625,Safb2,4448.65,4627.25,4903.06,4919.1,5940.73,8095.5
ENSMUSG00000042626,Shc1,5485,5997,5585,2717,3866,4367
ENSMUSG00000042628,Zfyve1,616,644,677,395,544,655
ENSMUSG00000042631,Xkr7,0,0,0,1,0,0
ENSMUSG00000042632,Pla2g6,1126,1203,1199,783,1075,1437
ENSMUSG00000042638,Gucy2c,4,0,0,4,6,5
ENSMUSG00000042641,Rgsl1,0,1,0,0,1,2
ENSMUSG00000042642,Flad1,677,674,655,427,586,722
ENSMUSG00000042644,Itpr3,13875,15118,16104,7584,9740,11251
ENSMUSG00000042647,Acad12,56.86,45.36,48.46,34.89,46.6,66.06
ENSMUSG00000042650,Alkbh5,9116,6264,6510,5016,6754,8456
ENSMUSG00000042655,Fam159b,0,1,0,3,4,5
ENSMUSG00000042659,Arrdc4,47,53,45,481,567,617
ENSMUSG00000042660,Wdr55,1252,1507,1431,1204,1552,1850
ENSMUSG00000042662,Dusp15,0,0,0,1,0,1
ENSMUSG00000042670,Immp1l,690,678,529,329,462,513
ENSMUSG00000042671,Rgs8,6,12,4,17,22,24
ENSMUSG00000042672,Dcst1,3,16.06,12.03,7.67,9.95,11.28
ENSMUSG00000042675,Ypel3,219,184,187,142,145,208
ENSMUSG00000042677,Zc3h12a,423,355,336,460,565.7,779
ENSMUSG00000042678,Myo15,3,7,6,12,15,26
ENSMUSG00000042680,Garem,190,172,204,120,156,224
ENSMUSG00000042682,Selk,1785.93,1901.96,1756.97,1432.93,1931.9,2275.9
ENSMUSG00000042684,Npl,4,9,9,17,26,21
ENSMUSG00000042686,Jph1,0,0,1,11,9,7
ENSMUSG00000042688,Mapk6,22735,28164,27523,8776,11257,13068
ENSMUSG00000042694,Obfc1,2053,2312,2107,1655,2225.96,2515
ENSMUSG00000042699,Dhx9,21363.29,25585,24711.46,16599.22,21951.82,26258.83
ENSMUSG00000042700,Sipa1l1,6328,6486,6496,3403,4498,5307
ENSMUSG00000042705,Commd10,1001,1323,1309,470,604,735
ENSMUSG00000042707,Dnali1,2,1,2,20,17,24
ENSMUSG00000042708,Shcbp1l,12,5,3,13,15,24
ENSMUSG00000042709,Atpaf2,1738,1932,1769,1328.02,1749,2081
ENSMUSG00000042712,Wbp5,4374,5114,4447,2199,2872,3184
ENSMUSG00000042717,Ppp1r3a,0,0,0,0,0,0
ENSMUSG00000042719,Naa25,7123.14,9068.01,8705.66,6070.44,8095.54,9517.23
ENSMUSG00000042724,Map3k9,885,1189,1172,719,923,866
ENSMUSG00000042726,Trafd1,983,1043,1011,2014,2660,2854
ENSMUSG00000042729,Wdr74,2645,3549,3256,3329,4288,5004
ENSMUSG00000042734,Ttc9,1157,1032,1013,1120,1546,1778
ENSMUSG00000042737,Dpm3,241,233,206,199,254,316
ENSMUSG00000042742,B630005N14Rik,1360,1380,1424,579,744,901.02
ENSMUSG00000042743,Sgtb,258,235,286,142,188,216
ENSMUSG00000042744,Gm15800,2449,2350,2506,1112,1447,2031
ENSMUSG00000042745,Id1,1005,1060,888,4900,6531,7559
ENSMUSG00000042747,Krtcap2,1263,1278,1271,1210,1737,2096
ENSMUSG00000042750,Bex2,0,0,0,12,10,15
ENSMUSG00000042751,Nmnat2,440,506,508,263,310,413
ENSMUSG00000042757,Tmem108,0,2,3,6,5,12
ENSMUSG00000042759,Apobr,3692.94,4539.65,4482.34,2403.96,3199.12,3545.63
ENSMUSG00000042761,Mrap2,4,8,2,2,8,22
ENSMUSG00000042763,Maneal,0,1,0,4,4,5
ENSMUSG00000042766,Trim46,31,32,39,65,75,93
ENSMUSG00000042770,Hebp1,22.94,29,17,46,50,55
ENSMUSG00000042772,Smg7,7225,8789,8709,7007,9095,12190
ENSMUSG00000042774,Olfr1353,0,0,0,0,0,0
ENSMUSG00000042784,Muc1,13,10,16,78,91,100
ENSMUSG00000042787,Exog,950,880,827,769,1009,1312
ENSMUSG00000042788,Fam166b,0,0,0,0,2,1
ENSMUSG00000042790,Rnf214,1252.11,1217.81,1273.61,839.91,1160.88,1427.38
ENSMUSG00000042793,Lgr6,2185,2731,2622,1114,1407,1297
ENSMUSG00000042796,Olfr1032,0,0,0,0,0,0
ENSMUSG00000042797,Aqp11,24,22,20,7,20,20
ENSMUSG00000042800,1700015E13Rik,1,0,0,0,0,0
ENSMUSG00000042801,Olfr769,0,0,0,0,0,0
ENSMUSG00000042804,Gpr153,70,48,40,42,69,96
ENSMUSG00000042807,Hecw2,29,68,63,360,438,420
ENSMUSG00000042808,Gpx2,1,2,3,40,40,46
ENSMUSG00000042810,Krba1,1370,1295,1444,647,805,1068
ENSMUSG00000042812,Foxf1,295,377,348,328,473,579
ENSMUSG00000042814,Mcts2,488,589,525,810,1015,1245
ENSMUSG00000042816,Gpr151,9,4,1,1,4,15
ENSMUSG00000042817,Flt3,6,11,7,18,24,29
ENSMUSG00000042821,Snai1,520,555,552,681,918,1164
ENSMUSG00000042826,Fgf11,101,76,63,28,38,38
ENSMUSG00000042828,Trim72,2,0,1,40,44,65
ENSMUSG00000042831,Alkbh6,266,209,199,187,303,374
ENSMUSG00000042834,Nrep,4,7,7,6,1,0
ENSMUSG00000042842,Serpinb6b,358,261,283,1061,1431,1764
ENSMUSG00000042845,Wfdc12,0,0,0,0,0,0
ENSMUSG00000042846,Lrrtm3,0,0,0,0,0,0
ENSMUSG00000042848,Vmn1r226,0,0,0,0,0,0
ENSMUSG00000042849,Olfr1414,0,0,0,0,0,0
ENSMUSG00000042851,Zc3h6,283.34,498.38,403.45,903.4,1258.47,1499.52
ENSMUSG00000042854,Trp53rkb,186.28,195.85,229.56,202.66,326.61,375.69
ENSMUSG00000042857,Gm9776,80.98,80.06,83.63,50.16,67.56,62.93
ENSMUSG00000042861,Kcna10,0,0,0,0,0,0
ENSMUSG00000042863,Olfr1026,0,0,0,0,0,0
ENSMUSG00000042869,Olfr1370,0,0,0,11,7,12
ENSMUSG00000042870,Tom1,736,904,827,1144,1515,1750
ENSMUSG00000042873,Lhfpl4,4.23,6.41,1,23.7,37.25,33.12
ENSMUSG00000042874,D930007J09Rik,0,0,0,0,0,0
ENSMUSG00000042888,Prr30,0,0,0,0,0,0
ENSMUSG00000042894,Olfr1260,0,0,0,0,0,0
ENSMUSG00000042895,Abra,0,0,1,3,0,3
ENSMUSG00000042901,Aida,7563.06,8383.83,7507.76,5213.76,6719.69,7525
ENSMUSG00000042903,Foxo4,758,792,777,549,704,828
ENSMUSG00000042909,Olfr648,0,0,0,0,0,0
ENSMUSG00000042918,Mamstr,8,5,3,8,15,22
ENSMUSG00000042938,Gm14117,147.96,182.62,131.24,86.76,132.96,183.44
ENSMUSG00000042940,9230106D20Rik,1,0,0,0,0,0
ENSMUSG00000042942,Greb1l,273,290,316,239,371,373
ENSMUSG00000042961,Egflam,2,1,7,16,23,22
ENSMUSG00000042962,Gm5436,0,1.03,0,0,0,0
ENSMUSG00000042976,9930038B18Rik,0,0,0,4,6,8
ENSMUSG00000042978,Sbk1,1088,975,947,337,450,506
ENSMUSG00000042985,Upk3b,0,3,1,0,0,1
ENSMUSG00000042988,Notum,46.82,49.11,43.57,63.95,87.1,90.51
ENSMUSG00000042992,Loh12cr1,98,123,115,189,211,261
ENSMUSG00000042993,Ifnk,1,0,2,1,2,2
ENSMUSG00000042997,Nhlrc3,875,1421,1351,996,1282,1429
ENSMUSG00000043003,Rasef,676,857,798,784,938,1183
ENSMUSG00000043004,Gng2,438,514,432,127,187,213
ENSMUSG00000043008,Klhl6,0,0,0,8,8,10
ENSMUSG00000043013,Onecut1,0,0,0,0,0,1
ENSMUSG00000043015,Tmem194b,416,494,453,206,247,370
ENSMUSG00000043017,Ptgir,2,0,2,12,7,3
ENSMUSG00000043019,Edem3,2569,2487,2578,2008,2581,3600
ENSMUSG00000043020,Wdr63,1,0,0,5,1,4
ENSMUSG00000043024,Gm16433,0,1.67,0,0,0,0
ENSMUSG00000043029,Trpv3,43,65,56,169,222,210
ENSMUSG00000043036,Ccdc63,1,0,0,0,2,2
ENSMUSG00000043050,Tnp2,0,0,0,0,0,1
ENSMUSG00000043051,Disc1,4,7,1,10,31,35
ENSMUSG00000043059,Zfp513,804,767,744,812,1157,1610
ENSMUSG00000043060,Fscb,0,0,0,0,0,1
ENSMUSG00000043061,Tmem18,817,896,843,1920,2558,3112
ENSMUSG00000043065,Spice1,966,718,705,517,577,779
ENSMUSG00000043066,Vmn1r66,0,0,0,0,0,0
ENSMUSG00000043067,Dpy19l1,5349,5942,5564,3441,4402,5221
ENSMUSG00000043068,Fam89a,61,64,57,51,48,86
ENSMUSG00000043073,Usp17le,3,9.94,6,34.71,57.99,41.14
ENSMUSG00000043079,Synpo,902,547,556,214,217,293
ENSMUSG00000043085,Tmem82,0,0,1,0,3,2.6
ENSMUSG00000043087,Olfr855,0,0,0,0,0,0
ENSMUSG00000043088,Il17re,44,45,42,52,64,74
ENSMUSG00000043089,Mmp1a,61,56.99,70.57,26,29.39,18
ENSMUSG00000043090,Zfp866,748,1659,1525,1031.09,1337.81,1468.26
ENSMUSG00000043091,Tuba1c,22008.47,26870.74,24606.06,13772.23,18869.3,20021.58
ENSMUSG00000043099,Hic1,0,2,3,85,100,187
ENSMUSG00000043102,Qrfp,2,6,5,26,37,49
ENSMUSG00000043110,Lrrn4,2,3,1,14,28,27
ENSMUSG00000043119,Olfr448,0,0,0,0,0,0
ENSMUSG00000043122,A530016L24Rik,7,1,4,4,4,3
ENSMUSG00000043126,D830039M14Rik,0,2,2,3,7,3
ENSMUSG00000043131,Mob1a,10260,11755,10899,9029,11829,14398
ENSMUSG00000043140,Tmem186,666,985,928,432,597,594
ENSMUSG00000043144,Aqp6,0,0,0,0,3,0
ENSMUSG00000043145,Gm11292,0,0,1,5,7,19
ENSMUSG00000043153,Ispd,188.17,216.71,256.09,117.46,140.53,164.43
ENSMUSG00000043154,Ppp2r3a,2236.02,2856.02,2795.02,1576.04,2055.02,2304.02
ENSMUSG00000043155,Hpdl,79,122,90,175,248,264
ENSMUSG00000043157,Arl11,3,6,3,5,8,8
ENSMUSG00000043162,Pyurf,639.7,675.71,613.47,397.12,565.97,558.09
ENSMUSG00000043164,Tmem212,1,0,0,2,1,4
ENSMUSG00000043165,Lor,0,1,1,11,15,10
ENSMUSG00000043168,4930426D05Rik,0,0,0,0,0,0
ENSMUSG00000043183,Simc1,1974,1978,1936,973,1342,1717
ENSMUSG00000043190,Rfesd,175,242,199,290,375,488
ENSMUSG00000043192,Gm1840,105.47,113.29,96.82,47.42,55.72,41.25
ENSMUSG00000043207,Zmpste24,4985,5888,5235,3907,4996,6252
ENSMUSG00000043219,Hoxa6,252,241,254,49,61,74
ENSMUSG00000043223,Gm4835,3.38,6.14,2.44,4.38,8.01,12.49
ENSMUSG00000043226,Olfr1009,0,0,0,0,0,0
ENSMUSG00000043230,Fam124b,0,0,1,2,0,2
ENSMUSG00000043241,Upf2,3793,4763,4325,3150,4025,5002
ENSMUSG00000043243,Fam129c,209.76,121.02,119.4,61.81,80.48,161.03
ENSMUSG00000043251,Exoc3l,17,30,21,30,47,74
ENSMUSG00000043252,Tmem64,1543,1825,1619,711,1079,1242
ENSMUSG00000043257,Pigv,266,239,194,200,268,389.08
ENSMUSG00000043259,Fam13c,8,11,9,19.14,15.84,34.08
ENSMUSG00000043262,Uevld,2075.99,2268.89,2075.05,968.02,1336.04,1656.69
ENSMUSG00000043263,Pyhin1,41.89,45.95,64.89,182.72,227.93,309.14
ENSMUSG00000043267,Olfr1031,0,0,0,0,0,0
ENSMUSG00000043274,Olfr1123,0,0,0,0,0,0
ENSMUSG00000043279,Trim56,3403.01,3065,3165.07,3950.01,5046,6252.01
ENSMUSG00000043282,Teddm1b,1,1.96,0.29,5.02,19.57,20.18
ENSMUSG00000043284,Tmem11,1945,2079,2109,1436,2119,2474
ENSMUSG00000043286,Pnpla1,1.96,2.99,1,20.28,20.39,16.55
ENSMUSG00000043289,Mei4,0,0,0,2,3,3
ENSMUSG00000043290,Zfp784,63.72,91.62,76.3,50.75,47.12,55.23
ENSMUSG00000043295,Gm16373,0,0,0,0,0,0
ENSMUSG00000043298,Smco3,0,3.74,0.71,0,0,0
ENSMUSG00000043300,B3galnt1,0,0,0,6,0,5
ENSMUSG00000043301,Kcnj6,0,0,0,0,0,2
ENSMUSG00000043308,Vmn1r75,0,0,0,0,0,0
ENSMUSG00000043310,Olfr571,0,0,0,0,0,0
ENSMUSG00000043311,D17H6S53E,254.06,282.31,267.43,160.06,291.94,339.09
ENSMUSG00000043312,Olfr131,0,0,0,0,0,0
ENSMUSG00000043313,Pcdhb19,62,58,54,2,4,4
ENSMUSG00000043314,Olfr30,0,0,0,0,0,1
ENSMUSG00000043319,Cox8c,0,0,0,0,0,0
ENSMUSG00000043323,Fbrsl1,1337,1409.48,1382,1179.92,1540.16,2077.78
ENSMUSG00000043329,Gm8849,0,0,0,0,0,0
ENSMUSG00000043331,Olfr975,0,0,0,0,0,0
ENSMUSG00000043333,Rhbdl2,546,535,557,323,418,528
ENSMUSG00000043336,Filip1l,3354,3545,3744,3771,4948,6605
ENSMUSG00000043340,6530409C15Rik,32,25,31,19,25,38
ENSMUSG00000043342,Hoxd9,0,0,0,4,4,3
ENSMUSG00000043346,Gm6741,601.36,655.19,680.81,726.62,837.8,877.44
ENSMUSG00000043354,Olfr577,0,0,0,0,0,0
ENSMUSG00000043357,Olfr187,0,0,0,0,0,0
ENSMUSG00000043366,Olfr78,1,0,0,1,0,0
ENSMUSG00000043372,Hexim2,54,60,40,47,67,66
ENSMUSG00000043383,Olfr1342,0,0,0,0,0,0
ENSMUSG00000043384,Gprasp1,1154.89,1143.16,1115.36,991.76,1246.89,1828.41
ENSMUSG00000043385,Olfr267,1,1,1,1,1,1
ENSMUSG00000043388,Tmem130,21,20,31,34,41,50
ENSMUSG00000043391,2510009E07Rik,64,43,69,85,129,149
ENSMUSG00000043398,Gpr135,41,38,45,7,17,15
ENSMUSG00000043410,Hfm1,0,0,0,48,65,62
ENSMUSG00000043411,Usp48,5037,4744,4587,2784,3427,4377
ENSMUSG00000043415,Otud1,861,909,901,683,808,1065
ENSMUSG00000043418,Lrit2,0,0,0,0,4,1
ENSMUSG00000043419,Chd3os,5,6,14,52,52,81
ENSMUSG00000043421,Hilpda,294,315,238,209,299,264
ENSMUSG00000043424,Eif3j2,7257.73,7755.12,7169.74,5954.83,7950.56,9437.08
ENSMUSG00000043429,Ccdc185,0,0,0,0,0,0
ENSMUSG00000043430,Psapl1,3,4,5,9,2,4
ENSMUSG00000043432,Leng9,78.66,69.84,71.9,92.45,121.44,161.18
ENSMUSG00000043439,E130012A19Rik,1231,1243,1347,1455,1895,2151
ENSMUSG00000043441,Gpr149,0,0,0,1,0,0
ENSMUSG00000043445,Pgp,1344,1225,1400,704,926,1242
ENSMUSG00000043448,Gjc2,2,1,1,27,26,33
ENSMUSG00000043453,Magea10,0,0,0,5,5,8
ENSMUSG00000043456,Zfp536,0,0,0,0,1,0
ENSMUSG00000043458,Pcdhb12,15.63,6,14,0,2,1
ENSMUSG00000043460,Elfn2,0,0,0,6,1,3
ENSMUSG00000043461,Sptssb,0,0,0,1,2,1
ENSMUSG00000043463,Rab9b,0,0,0,0,1,0
ENSMUSG00000043467,Zbtb37,1384.67,1673.23,1650.97,799.43,981.89,1184.54
