Ensembl_ID,Gene name,Control_1,Control_2,Control_3,DAC_1,DAC_2,DAC_3
ENSMUSG00000062624,Cyp2c67,0,0,0,0,0,0
ENSMUSG00000062627,Mysm1,2311,2073,2324,2522,2402,2128
ENSMUSG00000062629,Olfr114,0,0,0,0,0,0
ENSMUSG00000062638,Btnl1,0,0,0,0,0,0
ENSMUSG00000062646,Ganc,1922.65,1783.14,2200.63,1898.16,1715.35,1493.97
ENSMUSG00000062647,Rpl7a,44944.86,40479.2,51204.06,40356.68,41889.86,40356.23
ENSMUSG00000062649,Olfr44,0,0,0,0,0,0
ENSMUSG00000062651,H2afb1,0,0,0,0,0,0
ENSMUSG00000062661,Ncs1,0,0,0,10,0,3
ENSMUSG00000062683,Atp5g2,13096.84,13614.41,17363.95,11742.34,11258.54,10488.06
ENSMUSG00000062687,Cks1brt,27,13,18,17,29,40
ENSMUSG00000062691,Cebpzos,751,598,928,649,618,636
ENSMUSG00000062694,Cav3,0,0,0,0,0,0
ENSMUSG00000062704,9430002A10Rik,0,5,5,20,16,8
ENSMUSG00000062705,Tpbpb,0,0,0,0,0,0
ENSMUSG00000062712,Olfr531,0,0,0,0,0,0
ENSMUSG00000062713,Sim2,0,1,0,0,0,0
ENSMUSG00000062727,Hist1h2bk,18.6,28.14,11.24,13.31,6.03,12.57
ENSMUSG00000062729,Ppox,1079.48,1061.46,1492.06,993.25,920.57,869.23
ENSMUSG00000062732,Lypd4,0,0,0,0,0,0
ENSMUSG00000062737,Prl3d2,0,0,0,0,0,0
ENSMUSG00000062742,Gm5239,0,0,1,0,1,0
ENSMUSG00000062743,Zfp677,601,637,654,685,642,640
ENSMUSG00000062751,Prss1,0,0,0,0,0,0
ENSMUSG00000062753,AI413582,654,590,763,465,511,471
ENSMUSG00000062757,Olfr1206,0,0,0,0,0,0
ENSMUSG00000062758,Gm16477,1.54,0,0,4.97,0,4.03
ENSMUSG00000062760,1810041L15Rik,0,0,0,0,0,0
ENSMUSG00000062761,Zfp512,2745,2419,2927,2234,1959.12,1787
ENSMUSG00000062762,Ei24,4546,4032,5309,7589,6820,6776
ENSMUSG00000062773,Tex101,73,60,57,870,951,746
ENSMUSG00000062778,Chia1,0,0,0,0,0,0
ENSMUSG00000062782,Olfr527,0,0,0,0,0,0
ENSMUSG00000062785,Kcnc3,0,2,0,8,6,1
ENSMUSG00000062791,Gm382,0,0,0,0,1,2
ENSMUSG00000062793,Olfr1158,0,0,0,0,0,0
ENSMUSG00000062794,Zfp599,0,8,3,0,4,4
ENSMUSG00000062797,l7Rn6,1564,1205,1747,1151,986,975
ENSMUSG00000062814,Ssxa1,0,0,0,0,0,0
ENSMUSG00000062818,Vmn1r51,0,0,0,0,0,0
ENSMUSG00000062822,4833420G17Rik,1171,1159,1381,1459,1147,1010
ENSMUSG00000062825,Actg1,217319.23,203164.85,249040.01,205135.7,193721.91,194628.26
ENSMUSG00000062826,Ces2f,0,0,0,1,4,9
ENSMUSG00000062833,Sval3,0,0,0,0,0,0
ENSMUSG00000062844,Olfr1458,0,0,0,0,0,0
ENSMUSG00000062846,Gm14176,0,0,0,0,2.91,3.06
ENSMUSG00000062859,Tcp11,0,0,0,2,0,3
ENSMUSG00000062861,Zfp28,480,372,475,549,515,466
ENSMUSG00000062866,Phactr2,5539,4907,5700,4596,4297,3960
ENSMUSG00000062867,Impdh2,6389.21,5679,7281.93,6611,6447,6156
ENSMUSG00000062868,Olfr830,0,0,0,0,0,0
ENSMUSG00000062873,Olfr1355,0,0,0,0,0,0
ENSMUSG00000062874,Gm4978,7.04,5.58,0,0,0.52,0
ENSMUSG00000062878,Olfr298,0,0,0,0,0,0
ENSMUSG00000062892,Olfr1450,0,0,0,0,0,0
ENSMUSG00000062896,Rpl31-ps11,8.07,4.26,8.48,1.06,5.23,9.78
ENSMUSG00000062901,Klhl24,4794,4289,5124,4130,3221,3030
ENSMUSG00000062905,Vmn1r32,2,0,4,4,5,2
ENSMUSG00000062906,Hdac10,811,916,1112,914,781,940
ENSMUSG00000062908,Acadm,2528,2102,2646,2688,2595,2267
ENSMUSG00000062914,Olfr777,0,0,0,0,0,0
ENSMUSG00000062929,Cfl2,7323,6747,8239,9228,7106,7576
ENSMUSG00000062931,Zfp938,603,473,741,691,562,555
ENSMUSG00000062933,Gm10123,22936.64,23044.88,31752.05,25458.87,20605.18,20217.78
ENSMUSG00000062937,Mtap,6168,5506,7313,7751,7113,6387
ENSMUSG00000062939,Stat4,0,1,2,7.87,8,7
ENSMUSG00000062944,9130023H24Rik,377.1,327.06,372.31,420.08,262.32,341.73
ENSMUSG00000062949,Atp11c,3307,2950,3432,3592,2841,2536
ENSMUSG00000062952,Tas2r110,0,0,0,0,0,0
ENSMUSG00000062960,Kdr,0,0,0,2,2,0
ENSMUSG00000062961,Ccdc177,0,0,0,0,0,0
ENSMUSG00000062962,Gm6378,0,0,0,0,0,0
ENSMUSG00000062963,Ufc1,1935,1515,2140,1788,1726,1633
ENSMUSG00000062980,Cped1,2,0,0,8,12,11.88
ENSMUSG00000062981,Mrpl42,5742,4490,5864,4110,5281,4456
ENSMUSG00000062987,Gm10081,0,0,0,0,0,0
ENSMUSG00000062991,Nrg1,0,0,0,3,7,0
ENSMUSG00000062995,Ica1,4764,3901,4940,3750,3527,2985
ENSMUSG00000062997,Rpl35,13706.11,10321.5,14744.3,11759.49,13619.89,10862.38
ENSMUSG00000063001,Gm9701,0,2,6,3,1,4.99
ENSMUSG00000063011,Msln,0,0,0,10,1,0
ENSMUSG00000063015,Ccni,11256,10320,13463,10758,8991,8392
ENSMUSG00000063018,2010204K13Rik,378,217,311,294,355,246
ENSMUSG00000063019,Manbal,822,789,1108,1018,902,903
ENSMUSG00000063020,Olfr194,0,0,0,8,14,0
ENSMUSG00000063021,Hist1h2ak,0,0,0,0,0,0
ENSMUSG00000063047,Zfp780b,365.09,279.6,380.13,350.65,326.31,269.47
ENSMUSG00000063049,Ing2,1384,1189,1466,1109,1175,971
ENSMUSG00000063052,Lrrc40,2381.9,2147.98,2506.73,2333.97,1956.84,1836.81
ENSMUSG00000063058,Prr23a2,0,0,0,0,0,0
ENSMUSG00000063060,Sox7,0,0,0,0,0,0
ENSMUSG00000063063,Ctnna2,0,0,0,5,4,7
ENSMUSG00000063065,Mapk3,8729,7383,9423,6189,7065,6652
ENSMUSG00000063077,Kif1b,9262.99,7956,9082.03,9204,8575,7480
ENSMUSG00000063087,Gm10125,83.58,88.97,89.02,51.91,48.58,76.62
ENSMUSG00000063089,Klk1b8,0,0,0,0,0,0
ENSMUSG00000063106,Olfr1510,0,0,0,2,0,0
ENSMUSG00000063108,Zfp26,1809.76,1599.28,1933.69,1884.09,1643.37,1480.77
ENSMUSG00000063109,Dgkeos,0,0,0,0,1,0
ENSMUSG00000063116,Olfr410,0,0,0,0,0,0
ENSMUSG00000063120,Olfr480,0,0,0,0,0,0
ENSMUSG00000063129,Aldoart2,0,1,0,0,0,0
ENSMUSG00000063130,Calml3,0,0,0,1,0,0
ENSMUSG00000063133,Klk1b1,0,0,0,0,0,0
ENSMUSG00000063137,Olfr177,0,0,0,0,0,0
ENSMUSG00000063142,Kcnma1,0,0,0,0,0,0
ENSMUSG00000063145,Bbs5,34,57,42,39,47,60
ENSMUSG00000063146,Clip2,5018,4757,5227,4680,4291,4424
ENSMUSG00000063157,Csn2,0,0,0,0,0,0
ENSMUSG00000063160,Numbl,1712.99,1456,1959,1492,1969,1643
ENSMUSG00000063163,Speer2,0,0,0,0,0,0
ENSMUSG00000063166,Gm5449,0,0,0,0,0,0
ENSMUSG00000063171,Rps4l,0,0,0,31,53,54
ENSMUSG00000063172,Hspb11,605.76,434.39,598.53,449.29,528,386.75
ENSMUSG00000063173,Olfr811,0,0,0,0,0,0
ENSMUSG00000063176,Olfr955,0,0,0,0,0,0
ENSMUSG00000063177,Klk1b27,0,0,0,0,0,0
ENSMUSG00000063179,Pstk,692,702,789,822,751,606
ENSMUSG00000063180,Gm10126,0,0,0,0,0,0
ENSMUSG00000063188,Olfr107,0,0,0,0,0,0
ENSMUSG00000063193,Cd300lb,0,0,0,7,5,0
ENSMUSG00000063200,Nol7,4487.85,4249.95,4750.53,3899.31,3838.23,3417
ENSMUSG00000063206,Gm15315,0,0,0,0,0,0
ENSMUSG00000063216,Olfr1351,0,0,0,0,0,0
ENSMUSG00000063221,Olfr930,0,0,0,0,0,0
ENSMUSG00000063225,Olfr917,0,0,0,0,0,0
ENSMUSG00000063229,Ldha,98109,82631,102814,66402,65669,59890
ENSMUSG00000063230,Olfr535,0,0,0,0,0,0
ENSMUSG00000063232,Serpina11,0,2,3,3,5,2
ENSMUSG00000063234,Gpr84,3,9,1,5,0,10
ENSMUSG00000063235,Ptpmt1,837.4,754.5,889.93,867.36,934.48,687.32
ENSMUSG00000063236,1110038F14Rik,1979,1663,2061,1850,1953,1892
ENSMUSG00000063239,Grm4,0,0,0,0,0,0
ENSMUSG00000063240,Olfr133,0,0,0,0,0,0
ENSMUSG00000063245,Gm13248,6.58,7.93,20.78,23.27,27.96,12.75
ENSMUSG00000063251,Krtap4-1,0,0,0,0,0,0
ENSMUSG00000063252,Gm4744,0,0,0,0,0,0
ENSMUSG00000063253,Scoc,5379,4782,5778,6586,5579,5187
ENSMUSG00000063254,B230325K18Rik,17.3,18.85,7.12,25.43,6.95,2.26
ENSMUSG00000063260,Syt10,0,2,0,0,0,0
ENSMUSG00000063268,Parp10,1102.41,1095,1292,2309.53,2086.43,2209
ENSMUSG00000063273,Naa15,6783,5840,7495,8479,7156,6709
ENSMUSG00000063275,Hacd1,1065.86,839.93,1058.93,1204.34,1282.88,979.33
ENSMUSG00000063277,Gm10128,0,0,0,0,0,0
ENSMUSG00000063281,Zfp35,2469,2110,2604,2287,2035,2011
ENSMUSG00000063286,Gm8995,0,0,0,2,0,0
ENSMUSG00000063296,Tmem117,0,0,0,2,7,2
ENSMUSG00000063297,Luzp2,0,0,0,0,0,0
ENSMUSG00000063305,Psg20,0,0,0,0,0,0
ENSMUSG00000063314,Gm12657,1.07,0,0,0,0,4.87
ENSMUSG00000063316,Rpl27,6561.19,5207.97,6707.52,6023.95,8634.36,7491.71
ENSMUSG00000063317,Usp31,3899,3247,3852,3934,3209,3000
ENSMUSG00000063320,1190007I07Rik,411,400,397,273.92,335,235.05
ENSMUSG00000063328,Gm9396,5.23,6.11,2.47,1.43,2.35,2
ENSMUSG00000063334,Krr1,3282.84,2881.36,3499.07,4017.73,3407.28,3040.84
ENSMUSG00000063350,Olfr874,0,0,0,2,0,0
ENSMUSG00000063354,Slc39a4,1,0,2,50,51,46
ENSMUSG00000063358,Mapk1,13509,11917,15265,13523,12961,10996
ENSMUSG00000063362,Alg11,1216,1069,1333,1435,1160,1139
ENSMUSG00000063364,3300002I08Rik,39,29,68,72,77.99,52
ENSMUSG00000063374,Olfr763,0,0,0,0,0,0
ENSMUSG00000063376,Ifna13,0,0,0,0,0,0
ENSMUSG00000063380,Olfr945,0,0,0,0,0,0
ENSMUSG00000063382,Bcl9l,2217,1986,2200,2327,2658,2479
ENSMUSG00000063383,Zfp947,184.9,170.81,182.26,215.01,183,186.8
ENSMUSG00000063386,Olfr1387,0,0,0,0,0,0
ENSMUSG00000063388,BC023105,0,0,2,0,0,0
ENSMUSG00000063394,Olfr293,0,0,0,0,0,0
ENSMUSG00000063406,Tmed5,3215.16,3160.2,3653.43,5958.16,5211.77,4898.78
ENSMUSG00000063409,Lrrc43,0,2,0,1,0,0
ENSMUSG00000063410,Stk24,2349,2152,2571,2240,2272,2070
ENSMUSG00000063412,Gm10131,1815.99,1454.13,2027.29,1724.18,1360.54,1423.78
ENSMUSG00000063415,Cyp26b1,340,233,374,401,353,395
ENSMUSG00000063428,Ddo,11,2,14,11,24,9
ENSMUSG00000063430,Wscd2,0,0,0,0,0,0
ENSMUSG00000063434,Sorcs3,14,17,7,4,7,9
ENSMUSG00000063439,B9d2,533,460,522,439,391,414
ENSMUSG00000063442,Gm7117,1,1,0,2,2,1
ENSMUSG00000063445,Nmral1,2689,2551,3063,1939,1843,1679
ENSMUSG00000063446,Lppr1,0,0,0,0,1,2
ENSMUSG00000063447,Ube2d2b,0,3,0,9,0,0
ENSMUSG00000063450,Syne2,21881,15533,16039,12574,13920,9568
ENSMUSG00000063455,D630045J12Rik,3652.6,3324,3719,3052.15,2969,2727.72
ENSMUSG00000063457,Rps15,25052,21673,27777,19815,22746,20651
ENSMUSG00000063458,1700112E06Rik,0,0,0,0,0,0
ENSMUSG00000063478,Tas2r114,0,0,0,0,0,0
ENSMUSG00000063480,Nhp2l1,9263.98,8756,10884,10311,10087.37,8963
ENSMUSG00000063488,Zkscan7,0,0,0,0,0,2
ENSMUSG00000063506,Arhgap22,0,0,0,2,0,0
ENSMUSG00000063507,Gm1330,0,0,0,0,0,0
ENSMUSG00000063511,Snrnp70,14425,12201,13875,11869,12400,11408
ENSMUSG00000063514,Gm6756,0,0,0,3,0,7
ENSMUSG00000063522,2010109I03Rik,52.27,26.97,32.24,52.72,29.68,36.54
ENSMUSG00000063524,Eno1,120426.11,110372.02,135061.03,95241.34,98349.86,88983.41
ENSMUSG00000063529,Stmnd1,0,0,0,0,0,0
ENSMUSG00000063531,Sema3e,0,0,0,2,7,0
ENSMUSG00000063535,Zfp773,0,0,0,7,0,7
ENSMUSG00000063543,Gm5616,0,0,0,0,1.63,0
ENSMUSG00000063548,Gm4825,0,0,0,0,0,0
ENSMUSG00000063549,Olfr322,0,0,0,0,0,0
ENSMUSG00000063550,Nup98,5582,4759,5583,5409,5011,4417
ENSMUSG00000063556,Gm10132,0,0,33.3,0,0.24,0
ENSMUSG00000063558,Aox1,820,685,768,860,801.03,825
ENSMUSG00000063564,Col23a1,2,4,11,8,3,0
ENSMUSG00000063568,Jazf1,44,36,26,27,17,21
ENSMUSG00000063576,Klhdc3,5676,4937,6296,4250,4311,4276
ENSMUSG00000063582,Olfr666,0,0,0,0,0,0
ENSMUSG00000063583,Olfr1410,0,0,0,0,0,0
ENSMUSG00000063586,Gm5513,1,4,4,4,5,1
ENSMUSG00000063590,Slc22a28,0,0,0,0,0,0
ENSMUSG00000063594,Gng8,125,102,117,118,164,109
ENSMUSG00000063600,Egfem1,0,0,0,0,0,0
ENSMUSG00000063605,Ccdc102a,724,685,874,715,796,843
ENSMUSG00000063611,Gm10134,0,0,0,0,0,3
ENSMUSG00000063615,Olfr64,0,0,0,0,0,0
ENSMUSG00000063623,C230062I16Rik,12,10.84,6.03,8.06,5.09,9
ENSMUSG00000063626,Unc5d,0,0,0,0,2,0
ENSMUSG00000063628,Gm7665,0,0,0,0,0,0
ENSMUSG00000063632,Sox11,10128,9549,10693,7767,7275,6632
ENSMUSG00000063646,Jakmip1,4,0,1,0,0,1
ENSMUSG00000063651,Cnfn,0,0,0,0,0,0
ENSMUSG00000063652,Slc22a21,121.36,174.8,183.83,170.74,184.95,156.95
ENSMUSG00000063656,Gm10135,0,0,0,0,0,0
ENSMUSG00000063659,Zbtb18,3656,3026,3645,2352,2244,2069
ENSMUSG00000063660,Olfr98,0,0,0,0,0,0
ENSMUSG00000063661,Krt73,0,0,0,0,0,0
ENSMUSG00000063663,Brwd3,3376,2422,3068,3855,3178,2730
ENSMUSG00000063672,Nkx6-3,0,0,0,0,0,0
ENSMUSG00000063681,Crb1,8,2,0,5,7,2
ENSMUSG00000063683,Glyat,0,0,0,2,4,0
ENSMUSG00000063684,Gm13910,0,0,0,0,0,0
ENSMUSG00000063687,Pcdhb5,943,752,877,704,578,633
ENSMUSG00000063689,Hist2h2ab,0,0,0,0,0,0
ENSMUSG00000063694,Cycs,5448.5,4481.15,6088.96,6503.28,5570.41,5342.35
ENSMUSG00000063696,Gm8730,44.49,28.66,47.55,23.45,51.59,15.16
ENSMUSG00000063698,Sfxn4,268,229,237.02,186,168,146
ENSMUSG00000063704,Mapk15,0,6,0,4,8,6
ENSMUSG00000063713,Klk1b24,0,0,0,0,0,0
ENSMUSG00000063714,Sp3os,120,125,139,91,102,79
ENSMUSG00000063715,Olfr816,0,0,0,0,0,0
ENSMUSG00000063727,Tnfrsf11b,4,1,3,12,27,19
ENSMUSG00000063728,Magea6,0,0,0,7,2,6
ENSMUSG00000063730,Hsd3b2,379.51,337.3,395.36,657.89,413.44,528.27
ENSMUSG00000063732,Olfr908,0,0,0,0,0,0
ENSMUSG00000063739,Gm4963,0,0,0,0,0,1.02
ENSMUSG00000063751,Platr8,0,0,0,0,0,1
ENSMUSG00000063754,Gm10136,0,0,11.45,0,0,5.82
ENSMUSG00000063757,4632433K11Rik,17.67,16.57,33.01,9.7,21.78,22.1
ENSMUSG00000063760,Rnf217,1416,1227,1490,1150,1072,977
ENSMUSG00000063762,Tas2r129,0,0,0,0,0,0
ENSMUSG00000063764,Olfr508,0,0,0,0,0,0
ENSMUSG00000063765,Chadl,485.71,427.11,487.09,531.55,510.02,563.94
ENSMUSG00000063767,S100a7a,0,0.99,0.76,2,3,0
ENSMUSG00000063777,Olfr1469,0,0,0,0,0,0
ENSMUSG00000063779,Chil4,0,0,0,0,0,0
ENSMUSG00000063780,Olfr282,0,0,0,0,0,0
ENSMUSG00000063785,Utp14a,2112.1,1928.07,2161.6,2398.58,2327.91,2026.39
ENSMUSG00000063787,Chchd1,1426,1153,1549,1147,1307,946
ENSMUSG00000063796,Slc22a8,0,0,0,0,0,0
ENSMUSG00000063800,Prpf38a,1750,1652,1791,1938,2052,1635
ENSMUSG00000063801,Ap3s2,4397,4029,4988,4126,3836,3555
ENSMUSG00000063802,Hspbp1,857,931,968,921,921,933
ENSMUSG00000063804,Lin28b,158,174,203,255,196,188
ENSMUSG00000063808,Gpatch1,1506,1376,1597,1391,1575,1247
ENSMUSG00000063810,Alms1,4080.6,3286.82,3656.61,2856.1,2680.63,2165.24
ENSMUSG00000063816,Gm4987,0,0,0,0,0,0
ENSMUSG00000063820,Arl9,0,0,0,2,1,2
ENSMUSG00000063821,Dupd1,0,0,0,0,0,0
ENSMUSG00000063823,Olfr532,0,0,0,0,0,0
ENSMUSG00000063827,Olfr1382,0,0,0,0,0,0
ENSMUSG00000063830,Gm6065,1,0,0,0,0,0
ENSMUSG00000063838,1700027J19Rik,1,5,6,27,37,25
ENSMUSG00000063842,Olfr862,0,0,0,0,0,0
ENSMUSG00000063844,Olfr1276,0,0,0,0,0,0
ENSMUSG00000063846,Gm21731,0,0,0,0,1,0
ENSMUSG00000063849,Ppcdc,321,341,411,391,267,367
ENSMUSG00000063851,Rnf183,0,0,0,8,19,25
ENSMUSG00000063856,Gpx1,5653,5207,6241,8728,9754,9299
ENSMUSG00000063867,Olfr1511,0,0,0,0,0,0
ENSMUSG00000063870,Chd4,43486,34298,40786,40949,39912,35195
ENSMUSG00000063873,Slc24a3,0,0,0,0,0,0
ENSMUSG00000063875,Rps6-ps1,0,0,3.02,2,1.01,2.78
ENSMUSG00000063881,Olfr376,0,0,0,0,0,0
ENSMUSG00000063882,Uqcrh,4646,3498,4537,3729,4541,3670
ENSMUSG00000063884,Ptcd3,3915,3595,4316,4551,4112,3593
ENSMUSG00000063885,Gm6498,11,17,21,17,6,15.94
ENSMUSG00000063887,Nlgn1,0,0,0,11,2,3
ENSMUSG00000063888,Rpl7l1,6419.82,5772.68,7598.55,7403.68,6432.02,6334.73
ENSMUSG00000063889,Crem,244,238,267,548,484,423
ENSMUSG00000063894,Zkscan8,1759,1808,1914,1808,1344,1313
ENSMUSG00000063895,Nupl1,3201,2665,3345,3479,2963,2754
ENSMUSG00000063900,Adam26b,0,0,0,0,0,0
ENSMUSG00000063902,Gm7964,1.59,0,1.6,0,0,0
ENSMUSG00000063903,Klk1,0,2,0,0,0,0
ENSMUSG00000063904,Dpp3,5089,4655,5840,5302,4751,4588
ENSMUSG00000063905,Gm10139,0,1,0,0,0,0
ENSMUSG00000063911,Tdgf1-ps2,0,1,0,0,0,0
ENSMUSG00000063919,Srrm4,1,5,2,26,10,10
ENSMUSG00000063929,Cyp4a32,6,2.99,2.12,0,0,0
ENSMUSG00000063931,Pepd,2129,2008,2535,2186,2170,2154
ENSMUSG00000063932,Poteg,0,0,0,0,0,0
ENSMUSG00000063935,Zar1,3,0,0,1,0.98,0
ENSMUSG00000063952,Brpf3,2219,1922,2203,1974,2039,1840
ENSMUSG00000063953,Amd2,32.16,26.73,34.86,9.01,31.9,16.2
ENSMUSG00000063954,Hist2h2aa2,77.95,29.59,107.58,211.6,247.76,241.15
ENSMUSG00000063971,1700011A15Rik,3,0,0,0,4,0
ENSMUSG00000063972,Nr6a1,441.06,401.71,445.22,416.48,403.74,343.96
ENSMUSG00000063975,Slco1a5,6,0,1,20,10,1
ENSMUSG00000063994,Olfr120,0,0,0,0,0,0
ENSMUSG00000063998,Vmn1r211,0,0,0,0,0,0
ENSMUSG00000064006,Olfr190,0,0,0,0,0,0
ENSMUSG00000064010,Dppa1,0,0,0,0,0,0
ENSMUSG00000064016,Gm648,1,0,0,0,0,0
ENSMUSG00000064023,Klk8,0,0,0,0,0,0
ENSMUSG00000064030,Wibg,1461,1388,1700,1274,1140,1259
ENSMUSG00000064032,Gm10143,164.43,150.29,203.6,202.5,107.89,151.83
ENSMUSG00000064036,Mro,68,80,115,78,63,70
ENSMUSG00000064037,Gpn1,2012.78,1800.73,2176.19,2097.91,1813.24,1630.92
ENSMUSG00000064039,Ccr1l1,0,0,0,0,0,0
ENSMUSG00000064043,Trerf1,2668,2385,2555,2219,2335,2287
ENSMUSG00000064044,Olfr319,0,0,0,0,0,0
ENSMUSG00000064052,Gm5089,13,0,2,4,3,0
ENSMUSG00000064057,Scgb3a1,0,0,0,0,0,0
ENSMUSG00000064061,Dzip3,3801,3442,3528,3513,3150,2872
ENSMUSG00000064063,BC048507,0,0,0,0,0,0
ENSMUSG00000064065,Ipcef1,0,0,0,0,0,0
ENSMUSG00000064068,Mtx1,1087,992.93,1217.87,1056.23,1036.04,1005.33
ENSMUSG00000064080,Fbln2,0,0,0,15,34,14
ENSMUSG00000064081,Gm8973,0,0,0,0,0,0
ENSMUSG00000064084,Olfr1202,0,0,0,0,0,0
ENSMUSG00000064090,Vrk2,790.25,715.26,902.55,693.38,620.85,544.86
ENSMUSG00000064105,Cnnm2,1257,1018,1346,1208,1276,1163
ENSMUSG00000064109,Hcst,0,0,0,0,0,0
ENSMUSG00000064110,Olfr963,0,0,0,0,0,0
ENSMUSG00000064115,Cadm2,0,3,7,19,9,8
ENSMUSG00000064120,Mocs1,985,877,1029,927,856,843
ENSMUSG00000064121,Olfr96,0,0,0,0,0,0
ENSMUSG00000064125,Prr36,214,162,223,238,204.74,175
ENSMUSG00000064127,Med14,5509,4432,5160,5245,5378,4594
ENSMUSG00000064128,Cenpj,1804,1544,1854,1605,1341,1293
ENSMUSG00000064129,Gm14781,0,0,0,0,0,0
ENSMUSG00000064137,Rhox8,5.19,10,7.02,4.75,4,1.98
ENSMUSG00000064138,Fam172a,2285,1948,2671,1828,1706,1428
ENSMUSG00000064140,Trim38,0,0,0,3,0,6
ENSMUSG00000064141,Zfp69,158,97,148,103,143,172
ENSMUSG00000064145,Arih2,3262.89,2995,3457.01,3319,3049.05,2985
ENSMUSG00000064147,Rab44,25,37,19,41,27,39
ENSMUSG00000064156,Prol1,7,0,0,0,0,0
ENSMUSG00000064158,Izumo1,2,7,4,24,11,11.25
ENSMUSG00000064165,Krt39,0,0,0,0,0,0
ENSMUSG00000064168,Hist1h2bh,3.28,13.5,12.74,5.29,11.69,24.15
ENSMUSG00000064177,Ghrl,11,8,9,7,5,14
ENSMUSG00000064179,Tnnt1,8,0,18,56,66,63
ENSMUSG00000064181,Rab3ip,1905,1897,2265,1728,1930,1740
ENSMUSG00000064193,Gm4735,20.41,9.4,8.51,11.86,0,8.02
ENSMUSG00000064194,Zfp936,5,3,0,12,4,6
ENSMUSG00000064201,Krt2,0,0,0,0,0,0
ENSMUSG00000064202,4430402I18Rik,211.37,122.1,177.11,122.09,103,145
ENSMUSG00000064208,Gm10145,5.15,0,10.52,0,0,0
ENSMUSG00000064210,Ano6,7347.54,6510.88,7721.32,7255.79,7210.79,6561.92
ENSMUSG00000064213,Defa24,0,0,0,0,0,0
ENSMUSG00000064215,Ifi27,746,630,888,2232,2033,1908
ENSMUSG00000064220,Hist2h2aa1,8.7,13.21,0,0,18.74,0
ENSMUSG00000064223,Olfr694,0,0,0,0,0,0
ENSMUSG00000064224,Gsdma3,0,0,0,1,0,0
ENSMUSG00000064225,Paqr9,0,0,0,0,0,0
ENSMUSG00000064231,Gm5321,0,0,0,0,0,0
ENSMUSG00000064232,Gm5414,0,0,0,0,0,0
ENSMUSG00000064246,Chil1,0,0,0,0,0,0
ENSMUSG00000064247,Plcxd1,38.23,44.96,36.14,39.2,46.38,66.24
ENSMUSG00000064252,Olfr329-ps,0,0,0,0,0,0
ENSMUSG00000064254,Ethe1,917,857,1096,971,1155,970
ENSMUSG00000064259,Vmn1r13,0,0,0,0,0,0
ENSMUSG00000064262,Gimap8,18,21.08,6,26,16,25.63
ENSMUSG00000064263,Platr26,0,0,0,0,0,0
ENSMUSG00000064264,Zfp428,933,809,1093,986,1099,1069
ENSMUSG00000064267,Hvcn1,3958.91,3706.24,4351.49,2913.59,2865.11,2506.09
ENSMUSG00000064272,Gpbar1,0,1,0,0,0,0
ENSMUSG00000064280,Ccdc146,0,0,0,2,1,3
ENSMUSG00000064281,Rpl19-ps1,6.37,3.17,10.58,5.4,10.94,11.44
ENSMUSG00000064284,Cdpf1,781,821,904,681,743,641
ENSMUSG00000064288,Hist1h4k,0,0,0,0,0,0
ENSMUSG00000064289,Tank,2708,2368,2955,2637,2516,2297
ENSMUSG00000064293,Cntn4,0,0,0,0,0,0
ENSMUSG00000064294,Aox3,0,0,0,0,1,5
ENSMUSG00000064299,4921528I07Rik,0,0,0,13,2,9
ENSMUSG00000064302,Clasp1,6886.38,5806.74,7048.12,7667.43,7390,6436.83
ENSMUSG00000064307,Lrrc51,62,62,83,64,86,94
ENSMUSG00000064308,2410137M14Rik,0,0,0,0,0,0
ENSMUSG00000064310,Zpld1,154,142,187,254,185,224
ENSMUSG00000064317,Gm10146,767.97,726.68,930.51,550.96,448.78,557.25
ENSMUSG00000064325,Hhip,0,0,0,2,2,1
ENSMUSG00000064326,Siva1,1169,1211,1562,1557,1562,1500
ENSMUSG00000064329,Scn1a,806,622,790.82,719,623,498
ENSMUSG00000064330,Pde6h,1,0,0,1,0,2
ENSMUSG00000064333,Olfr926,0,0,0,0,0,0
ENSMUSG00000064336,mt-Tf,0,0,0,0,0,0
ENSMUSG00000064337,mt-Rnr1,14416,9725,12687,19226,19844,20460
ENSMUSG00000064338,mt-Tv,0,0,0,0,0,0
ENSMUSG00000064339,mt-Rnr2,103939,80948,98379,137057,126962,119183
ENSMUSG00000064340,mt-Tl1,0,0,0,0,0,0
ENSMUSG00000064341,mt-Nd1,542440,383101,477907,540650,680984,552439
ENSMUSG00000064342,mt-Ti,0,0,0,0,0,0
ENSMUSG00000064343,mt-Tq,0,0,0,0,0,0
ENSMUSG00000064344,mt-Tm,0,0,0,0,0,0
ENSMUSG00000064345,mt-Nd2,488541.99,331283,376570,482864,603365,483090
ENSMUSG00000064346,mt-Tw,0,0,0,0,0,0
ENSMUSG00000064347,mt-Ta,0,0,0,0,0,0
ENSMUSG00000064348,mt-Tn,0,0,0,0,0,0
ENSMUSG00000064349,mt-Tc,0,0,0,0,0,0
ENSMUSG00000064350,mt-Ty,0,0,0,0,0,0
ENSMUSG00000064351,mt-Co1,738600.99,593418.85,701719.31,831274.24,842180.19,804420.71
ENSMUSG00000064352,mt-Ts1,0,0,0,0,0,0
ENSMUSG00000064353,mt-Td,0,0,0,0,0,0
